age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,duration
38,F,Caucasian,25 - 45,Low,Female,3,-1.0,4,0,0.9152083333333333
47,M,African-American,Greater than 45,Low,Male,1,0.0,4,0,1.335949074074074
56,F,Caucasian,Greater than 45,Low,Male,3,-1.0,2,0,191.2224537037037
27,F,African-American,25 - 45,Medium,Male,2,-1.0,7,1,246.095625
23,M,African-American,Less than 25,High,Male,0,-1.0,8,0,1.1335763888888888
57,F,Caucasian,Greater than 45,Low,Male,0,-2.0,1,0,2.0843055555555554
25,F,African-American,25 - 45,Medium,Male,9,-17.0,7,0,12.503391203703703
23,F,African-American,Less than 25,High,Female,2,16.0,10,1,116.15746527777777
32,F,African-American,25 - 45,High,Male,8,0.0,10,1,2.064363425925926
36,M,African-American,25 - 45,Medium,Female,2,-2.0,5,0,0.9664467592592593
41,M,African-American,25 - 45,Medium,Male,5,-1.0,5,0,0.8544560185185185
39,F,Other,25 - 45,Low,Female,0,-1.0,1,0,1.1471296296296296
21,F,African-American,Less than 25,Medium,Male,1,-1.0,6,1,1.5874652777777778
31,M,African-American,25 - 45,Low,Male,2,-1.0,4,0,2.0358564814814817
37,M,Caucasian,25 - 45,Low,Male,0,-2.0,1,0,0.9877314814814815
27,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,1.8386458333333333
22,F,African-American,Less than 25,Low,Male,2,-22.0,4,1,16.001215277777778
59,F,Caucasian,Greater than 45,Low,Male,2,-19.0,1,0,18.809050925925927
33,F,African-American,25 - 45,High,Female,0,-1.0,9,1,29.329097222222224
43,F,African-American,25 - 45,Low,Female,2,-1.0,3,0,2.085046296296296
25,F,Caucasian,25 - 45,Low,Male,5,-1.0,4,1,101.88127314814815
23,F,African-American,Less than 25,Medium,Male,3,-1.0,5,1,3.8461226851851853
43,M,Caucasian,25 - 45,Low,Female,3,9.0,2,1,1.0017824074074073
56,M,Caucasian,Greater than 45,Low,Male,9,-24.0,1,1,19.755659722222223
20,F,African-American,Less than 25,High,Female,1,-1.0,8,1,3.9838773148148148
50,M,African-American,Greater than 45,Medium,Male,2,-28.0,5,1,0.8446412037037037
54,M,Caucasian,Greater than 45,Low,Female,1,-4.0,2,0,3.0793055555555555
20,F,African-American,Less than 25,High,Male,1,-1.0,10,1,1.9751967592592592
36,M,Other,25 - 45,Low,Male,3,-1.0,4,1,45.86864583333333
36,F,African-American,25 - 45,Medium,Female,3,0.0,6,1,0.1753472222222222
56,M,African-American,Greater than 45,Low,Male,0,-1.0,4,0,1.9793287037037037
25,F,African-American,25 - 45,High,Male,2,-1.0,9,1,1.085787037037037
42,F,Caucasian,25 - 45,Low,Female,1,-1.0,3,1,21.263935185185186
48,F,African-American,Greater than 45,Medium,Male,4,-1.0,6,0,1.0700694444444445
34,M,African-American,25 - 45,High,Male,21,-1.0,10,1,5.7755324074074075
28,F,Caucasian,25 - 45,Low,Male,0,-1.0,2,0,0.7203935185185185
32,F,Caucasian,25 - 45,Low,Male,1,-1.0,3,0,1.3033680555555556
31,F,Caucasian,25 - 45,Low,Female,2,-1.0,1,0,1.6910185185185185
24,F,African-American,Less than 25,High,Female,4,-1.0,9,1,5.811481481481482
25,F,Caucasian,25 - 45,Low,Female,0,0.0,4,1,0.1944212962962963
32,F,Caucasian,25 - 45,Low,Female,4,-1.0,2,0,0.17296296296296296
37,F,African-American,25 - 45,High,Male,20,0.0,9,1,35.97456018518518
24,F,African-American,Less than 25,Low,Male,1,-1.0,3,1,1.9395949074074075
48,M,African-American,Greater than 45,Low,Male,0,0.0,1,0,1.0250925925925927
35,F,African-American,25 - 45,Low,Male,1,0.0,2,0,0.2179861111111111
21,F,African-American,Less than 25,Low,Male,1,-1.0,4,1,1.0211574074074075
21,F,African-American,Less than 25,High,Female,0,-1.0,10,1,33.01928240740741
27,F,Caucasian,25 - 45,Low,Female,0,-1.0,2,1,2.3105902777777776
22,F,African-American,Less than 25,Low,Male,0,-1.0,2,0,1.2206481481481481
28,F,African-American,25 - 45,Medium,Male,4,0.0,5,0,0.008391203703703705
26,M,African-American,25 - 45,Low,Male,0,-1.0,2,0,1.100787037037037
23,M,Other,Less than 25,Low,Male,0,-1.0,2,1,0.9359837962962962
34,F,Caucasian,25 - 45,Low,Male,0,-1.0,2,0,0.8280092592592593
22,F,African-American,Less than 25,High,Male,3,-1.0,9,0,33.95861111111111
30,F,Other,25 - 45,Medium,Male,5,-1.0,5,1,62.39055555555556
44,F,Caucasian,25 - 45,Low,Male,5,0.0,2,0,6.991990740740741
57,F,Caucasian,Greater than 45,Low,Male,1,-1.0,2,0,17.164895833333333
22,F,African-American,Less than 25,High,Male,0,-1.0,8,1,5.128946759259259
24,F,African-American,Less than 25,High,Male,7,-1.0,8,1,68.14097222222222
20,F,Caucasian,Less than 25,Low,Male,0,-1.0,4,0,0.5928587962962963
53,M,Hispanic,Greater than 45,Low,Male,1,-8.0,1,1,2.016134259259259
60,F,African-American,Greater than 45,Low,Male,13,-13.0,3,0,0.9598726851851852
22,F,African-American,Less than 25,Medium,Female,2,-1.0,5,0,1.355775462962963
43,M,Hispanic,25 - 45,Low,Male,0,-1.0,1,0,0.9548611111111112
72,F,Caucasian,Greater than 45,Low,Male,7,-1.0,4,0,-0.431412037037037
33,F,African-American,25 - 45,Medium,Male,3,-1.0,5,1,3.9608101851851854
24,F,African-American,Less than 25,Low,Male,1,-1.0,4,1,0.17989583333333334
60,F,African-American,Greater than 45,Low,Male,0,-1.0,1,0,218.14225694444445
24,F,Caucasian,Less than 25,Medium,Male,3,-1.0,5,1,7.189930555555556
30,M,African-American,25 - 45,Low,Male,1,-5.0,4,0,2.2438541666666665
43,M,Caucasian,25 - 45,Medium,Female,0,-1.0,6,0,29.943530092592592
48,M,Hispanic,Greater than 45,Low,Male,1,-8.0,1,0,5.822986111111111
54,M,Other,Greater than 45,Low,Male,0,0.0,1,0,-0.19274305555555554
45,M,African-American,Greater than 45,Low,Male,1,-1.0,1,0,2.103125
36,F,Other,25 - 45,Low,Male,0,-1.0,4,0,3.81130787037037
31,M,Caucasian,25 - 45,Low,Male,1,0.0,1,1,-0.06332175925925926
40,M,African-American,25 - 45,Low,Male,0,-1.0,1,0,2.17056712962963
50,F,Caucasian,Greater than 45,Low,Male,1,-4.0,1,0,1.7265162037037036
26,M,Other,25 - 45,Medium,Female,1,-24.0,6,0,0.8638888888888889
41,F,African-American,25 - 45,Low,Male,7,0.0,4,0,0.8724884259259259
34,F,Caucasian,25 - 45,Medium,Male,5,-1.0,6,1,0.25957175925925924
28,F,Caucasian,25 - 45,Medium,Female,0,-1.0,6,0,2.0041319444444445
23,F,Caucasian,Less than 25,High,Male,2,0.0,9,1,0.12244212962962962
37,M,Hispanic,25 - 45,Low,Female,0,-2.0,1,1,1.208125
35,M,Hispanic,25 - 45,Low,Male,5,-1.0,2,0,0.19980324074074074
21,F,Caucasian,Less than 25,Medium,Male,1,-1.0,6,1,48.89332175925926
22,M,African-American,Less than 25,High,Female,2,-1.0,8,1,34.98129629629629
29,F,African-American,25 - 45,High,Male,6,-1.0,8,1,35.83462962962963
30,M,African-American,25 - 45,Low,Female,0,-2.0,2,0,0.6088078703703703
45,M,Caucasian,Greater than 45,Low,Male,3,-1.0,3,1,92.91333333333333
24,F,African-American,Less than 25,Low,Female,2,-1.0,4,0,1.2504166666666667
31,F,Caucasian,25 - 45,High,Male,4,0.0,8,1,29.166030092592592
56,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0.9848726851851852
24,F,African-American,Less than 25,High,Male,14,-1.0,10,1,180.0242824074074
38,F,African-American,25 - 45,Medium,Male,11,-1.0,6,0,18.051493055555557
51,F,African-American,Greater than 45,High,Male,22,-1.0,9,1,34.74729166666667
22,F,Caucasian,Less than 25,Low,Male,0,-1.0,3,0,0.9984490740740741
28,M,African-American,25 - 45,High,Male,5,-1.0,8,0,1.0813541666666666
47,F,African-American,Greater than 45,High,Male,19,-1.0,8,1,212.35997685185185
51,M,African-American,Greater than 45,Low,Male,0,-1.0,4,1,30.226643518518518
25,M,Caucasian,25 - 45,Low,Male,1,0.0,3,0,42.25768518518519
53,F,Hispanic,Greater than 45,Low,Male,1,-1.0,1,0,1.094074074074074
30,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,2.1977546296296295
33,F,Caucasian,25 - 45,Medium,Male,0,0.0,6,1,0.16686342592592593
35,F,African-American,25 - 45,Low,Male,5,-1.0,4,1,225.14952546296297
33,F,African-American,25 - 45,Low,Female,0,-1.0,2,0,1.7586921296296296
59,M,Other,Greater than 45,Low,Male,1,-25.0,1,0,0.5915625
33,F,Caucasian,25 - 45,Medium,Female,1,-1.0,7,0,84.75505787037036
27,F,African-American,25 - 45,Medium,Male,2,-1.0,7,1,132.29107638888888
29,F,African-American,25 - 45,Medium,Female,9,-1.0,7,1,14.739710648148149
24,F,African-American,Less than 25,High,Male,3,-1.0,10,1,44.108402777777776
43,F,African-American,25 - 45,High,Male,5,-1.0,9,0,0.623900462962963
37,M,African-American,25 - 45,Medium,Male,11,-1.0,7,1,0.679224537037037
53,F,African-American,Greater than 45,Medium,Male,13,-1.0,7,0,91.21743055555555
26,F,African-American,25 - 45,High,Male,4,0.0,8,1,0.8813078703703704
30,M,Caucasian,25 - 45,Low,Female,1,-27.0,3,0,0.1892824074074074
27,F,African-American,25 - 45,Medium,Male,6,0.0,7,1,1.9242939814814815
39,F,Caucasian,25 - 45,Medium,Male,9,-1.0,5,1,1.1061574074074074
37,M,Caucasian,25 - 45,Low,Male,4,0.0,4,1,0.24489583333333334
22,M,Caucasian,Less than 25,High,Male,3,0.0,10,1,10.643263888888889
25,F,Caucasian,25 - 45,Medium,Male,0,-1.0,6,0,2.0636805555555555
26,F,Hispanic,25 - 45,Medium,Male,1,0.0,5,0,0.5880671296296296
28,M,Caucasian,25 - 45,Medium,Female,0,-2.0,6,0,0.9168055555555555
25,M,African-American,25 - 45,Medium,Male,0,-1.0,5,1,1.9408680555555555
58,F,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,3.210023148148148
29,M,Caucasian,25 - 45,Medium,Female,1,-2.0,5,1,2.299490740740741
33,F,African-American,25 - 45,Medium,Male,8,0.0,5,0,2.7950694444444446
38,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,1.320011574074074
38,F,Caucasian,25 - 45,Low,Male,2,-21.0,3,0,19.035891203703702
59,F,African-American,Greater than 45,Medium,Male,22,-1.0,6,1,69.2431712962963
29,M,Other,25 - 45,Medium,Male,4,-1.0,5,1,0.8339004629629629
53,M,Caucasian,Greater than 45,Low,Male,0,-1.0,2,1,3.963391203703704
33,F,African-American,25 - 45,High,Male,2,-1.0,8,1,0.8512847222222222
58,M,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,0.9337847222222222
53,F,Caucasian,Greater than 45,Low,Male,2,-1.0,4,0,40.61888888888889
32,M,Caucasian,25 - 45,Medium,Male,0,-1.0,6,1,17.93662037037037
35,F,African-American,25 - 45,High,Male,6,-1.0,8,1,10.870625
39,F,Caucasian,25 - 45,Low,Male,1,-1.0,1,0,1.175162037037037
36,M,Hispanic,25 - 45,High,Male,1,-14.0,9,0,14.152858796296297
42,M,Caucasian,25 - 45,Low,Female,5,-1.0,4,1,6.178263888888889
37,M,African-American,25 - 45,Low,Male,0,-1.0,2,0,0.7359375
39,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,3.059664351851852
52,M,Caucasian,Greater than 45,Low,Female,3,-25.0,1,0,0.1910300925925926
60,M,Other,Greater than 45,Low,Male,1,-1.0,1,0,1.101423611111111
37,M,Hispanic,25 - 45,Low,Male,2,-1.0,1,1,0.9790972222222222
42,F,Caucasian,25 - 45,Low,Male,4,-1.0,1,1,17.79315972222222
23,F,African-American,Less than 25,Medium,Male,6,0.0,6,1,1.1019791666666667
42,M,African-American,25 - 45,Low,Female,0,-1.0,1,1,0.5785300925925926
28,F,African-American,25 - 45,Low,Male,5,0.0,4,0,0.4143634259259259
38,F,Caucasian,25 - 45,Medium,Male,12,-1.0,5,0,0.9340740740740741
43,F,African-American,25 - 45,Low,Female,2,-1.0,2,1,1.9333217592592593
42,F,African-American,25 - 45,Medium,Male,0,-1.0,5,0,0.9370138888888889
25,M,Caucasian,25 - 45,Low,Female,0,-1.0,3,0,0.6078356481481482
32,F,African-American,25 - 45,High,Male,7,0.0,9,1,37.04298611111111
21,F,African-American,Less than 25,Medium,Male,0,0.0,6,1,0.3351736111111111
35,M,Caucasian,25 - 45,Medium,Female,1,-30.0,5,0,28.83591435185185
37,F,Caucasian,25 - 45,Medium,Male,0,-1.0,5,0,126.80873842592592
33,F,African-American,25 - 45,Low,Female,2,0.0,2,0,0.1308912037037037
51,F,Caucasian,Greater than 45,Low,Female,4,-11.0,3,0,8.097175925925926
39,F,Caucasian,25 - 45,Low,Male,3,-1.0,4,1,2.931111111111111
35,M,Hispanic,25 - 45,Medium,Male,5,-1.0,6,1,2.1421527777777776
40,F,African-American,25 - 45,Medium,Male,3,-1.0,7,0,13.009178240740741
32,F,African-American,25 - 45,High,Male,17,0.0,8,1,0.2763657407407407
32,F,Caucasian,25 - 45,Medium,Male,3,0.0,6,1,-0.24327546296296296
37,M,Other,25 - 45,Low,Male,0,-1.0,1,0,0.9774074074074074
32,F,African-American,25 - 45,Medium,Male,10,-1.0,6,1,0.656863425925926
47,M,Caucasian,Greater than 45,Low,Male,5,0.0,3,1,0.13842592592592592
23,M,Caucasian,Less than 25,Medium,Female,0,-1.0,7,0,0.8655671296296297
63,F,Caucasian,Greater than 45,Low,Male,10,0.0,4,1,2.076099537037037
38,F,African-American,25 - 45,High,Male,16,-1.0,9,1,241.8689699074074
32,M,African-American,25 - 45,Medium,Male,6,-1.0,5,1,2.1180671296296296
31,F,African-American,25 - 45,High,Male,4,-1.0,8,1,24.19019675925926
23,F,African-American,Less than 25,Low,Male,0,0.0,3,0,1.0616087962962963
38,M,Hispanic,25 - 45,Medium,Male,1,-1.0,5,0,126.23157407407408
47,M,Caucasian,Greater than 45,Low,Female,0,-3.0,1,0,0.1125462962962963
33,F,Caucasian,25 - 45,High,Male,1,-1.0,8,1,10.113506944444444
22,F,Caucasian,Less than 25,Low,Male,1,-11.0,4,1,8.986168981481482
40,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,1,0.5974768518518518
36,F,African-American,25 - 45,Medium,Male,14,-1.0,7,1,173.88498842592594
65,M,Caucasian,Greater than 45,Low,Female,0,0.0,1,0,1.0275347222222222
22,M,African-American,Less than 25,Low,Female,0,-1.0,3,0,1.1176388888888888
34,M,Hispanic,25 - 45,Low,Male,0,0.0,1,0,0.056747685185185186
38,F,Hispanic,25 - 45,Low,Female,0,-1.0,1,0,0.903425925925926
26,F,Caucasian,25 - 45,Low,Female,4,-2.0,3,1,0.5789814814814814
20,M,Hispanic,Less than 25,Low,Male,0,-1.0,4,1,23.053194444444443
49,F,Hispanic,Greater than 45,Low,Male,0,-3.0,1,0,0.5654166666666667
52,F,Caucasian,Greater than 45,High,Male,2,0.0,9,1,4.932858796296296
25,M,Other,25 - 45,Low,Male,2,-1.0,2,1,0.9824884259259259
34,F,African-American,25 - 45,Low,Male,5,-1.0,1,0,4.0816435185185185
33,M,African-American,25 - 45,Low,Male,1,-1.0,1,1,1.0990277777777777
21,F,African-American,Less than 25,Medium,Male,1,-1.0,7,0,0.7471643518518518
46,F,African-American,Greater than 45,Low,Male,9,-1.0,4,0,5.061365740740741
57,M,Caucasian,Greater than 45,Low,Male,1,-1.0,4,0,1.2061805555555556
22,F,African-American,Less than 25,Low,Male,2,0.0,3,1,0.21609953703703705
48,M,Caucasian,Greater than 45,Low,Female,1,-1.0,1,1,1.7885532407407407
40,F,African-American,25 - 45,Medium,Male,21,-1.0,5,0,29.931215277777778
30,F,African-American,25 - 45,Low,Female,1,-1.0,2,0,0.8569907407407408
21,M,Caucasian,Less than 25,Medium,Male,4,-1.0,7,1,33.06268518518519
39,F,African-American,25 - 45,High,Female,22,-1.0,10,1,3.9996643518518518
33,M,Caucasian,25 - 45,Medium,Female,0,-1.0,6,1,1.167337962962963
24,F,African-American,Less than 25,Low,Male,0,0.0,3,0,-0.46597222222222223
43,F,African-American,25 - 45,Low,Male,0,-1.0,1,1,1.1835532407407408
45,M,Caucasian,Greater than 45,Low,Female,0,0.0,1,0,1.1442824074074074
51,F,African-American,Greater than 45,Low,Male,3,-18.0,3,0,2.121261574074074
31,M,African-American,25 - 45,Medium,Male,9,-1.0,7,1,0.9233680555555556
27,M,Caucasian,25 - 45,Low,Male,0,-1.0,2,0,1.7085185185185185
32,F,African-American,25 - 45,Low,Male,1,-1.0,2,0,0.9301388888888888
49,M,Caucasian,Greater than 45,Low,Male,0,-3.0,1,0,0.614525462962963
29,F,African-American,25 - 45,Low,Male,2,-1.0,3,0,27.071597222222223
23,F,African-American,Less than 25,Medium,Male,2,-1.0,6,1,1.1402314814814816
30,M,Asian,25 - 45,Low,Male,6,-1.0,3,1,0.8835995370370371
30,M,Caucasian,25 - 45,Low,Male,0,0.0,4,0,56.376921296296295
34,F,African-American,25 - 45,Low,Male,13,-1.0,4,1,0.8078935185185185
33,F,African-American,25 - 45,Medium,Male,4,0.0,6,0,-0.17653935185185185
28,M,African-American,25 - 45,Low,Male,1,-1.0,2,0,1.066875
29,F,African-American,25 - 45,High,Male,1,-1.0,8,0,40.877291666666665
38,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0.8781828703703703
37,F,Caucasian,25 - 45,Low,Male,0,-1.0,3,0,0.9669212962962963
33,M,Caucasian,25 - 45,Low,Female,0,-1.0,1,1,0.9081018518518519
30,F,Hispanic,25 - 45,Low,Male,0,0.0,2,0,0.09305555555555556
51,F,African-American,Greater than 45,High,Male,19,-1.0,9,0,13.213611111111112
65,M,African-American,Greater than 45,Medium,Male,7,-1.0,5,0,0.9076157407407407
32,M,African-American,25 - 45,Low,Female,1,-1.0,1,0,0.8126736111111111
38,F,Caucasian,25 - 45,Medium,Male,5,-2.0,7,1,0.020856481481481483
35,F,African-American,25 - 45,Low,Male,1,-1.0,4,0,0.8051273148148148
57,F,Caucasian,Greater than 45,Low,Male,1,-26.0,1,0,0.7351041666666667
26,F,Caucasian,25 - 45,Low,Male,1,0.0,3,0,-0.07556712962962962
36,M,African-American,25 - 45,Medium,Female,4,-1.0,6,1,1.8413541666666666
33,F,Hispanic,25 - 45,Low,Female,2,-10.0,4,1,9.070081018518518
35,F,Caucasian,25 - 45,Medium,Male,3,-1.0,5,1,1.1877199074074074
33,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,0.9166782407407408
47,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,1.329050925925926
53,M,Hispanic,Greater than 45,Low,Female,0,-1.0,1,0,0.8659606481481481
35,M,Caucasian,25 - 45,Low,Male,1,-15.0,4,1,4.24761574074074
36,F,African-American,25 - 45,Low,Female,1,-1.0,3,1,0.7619560185185185
25,M,Caucasian,25 - 45,Low,Female,0,-1.0,3,0,0.9970486111111111
52,F,Hispanic,Greater than 45,Medium,Male,10,0.0,6,0,149.07563657407408
51,F,Caucasian,Greater than 45,Low,Male,6,0.0,3,1,2.2689814814814815
24,F,African-American,Less than 25,High,Male,8,-1.0,8,1,214.89200231481482
32,F,Caucasian,25 - 45,Low,Male,0,-1.0,2,1,0.7768402777777778
43,F,African-American,25 - 45,Medium,Male,8,-1.0,7,1,348.90413194444443
45,M,African-American,Greater than 45,Medium,Male,20,-1.0,7,1,46.90141203703703
42,M,African-American,25 - 45,Medium,Male,10,-1.0,5,1,0.8837615740740741
22,F,African-American,Less than 25,Medium,Male,1,-1.0,7,1,6.172800925925926
49,F,African-American,Greater than 45,Low,Male,4,-26.0,4,0,1.1397569444444444
42,F,African-American,25 - 45,Low,Male,0,-3.0,1,1,33.925625
40,M,Caucasian,25 - 45,High,Male,0,-1.0,8,1,29.889606481481483
25,F,African-American,25 - 45,Medium,Male,2,-1.0,7,1,0.871087962962963
25,M,Caucasian,25 - 45,Medium,Male,0,-1.0,5,1,2.232291666666667
23,F,African-American,Less than 25,Medium,Male,0,-1.0,5,0,2.0491319444444445
21,F,Caucasian,Less than 25,Medium,Male,2,-1.0,7,1,1.005775462962963
31,M,Caucasian,25 - 45,Medium,Male,3,0.0,5,0,0.2934953703703704
28,M,African-American,25 - 45,Low,Female,0,0.0,2,0,0.9440509259259259
24,F,African-American,Less than 25,High,Male,11,-1.0,9,1,51.130127314814814
45,F,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,37.021701388888886
23,M,African-American,Less than 25,Low,Male,2,-1.0,4,1,1.2632060185185185
39,F,African-American,25 - 45,High,Male,7,0.0,8,1,0.1605902777777778
24,F,African-American,Less than 25,Low,Male,1,-1.0,2,0,0.7098842592592592
46,F,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,1.1046412037037037
47,F,Caucasian,Greater than 45,Low,Male,3,-1.0,1,0,2.031134259259259
22,M,African-American,Less than 25,Low,Male,1,-1.0,4,1,0.9598263888888889
34,M,Caucasian,25 - 45,Low,Female,0,-2.0,2,0,1.097951388888889
33,M,Caucasian,25 - 45,Low,Male,0,0.0,1,1,0.09706018518518518
29,F,African-American,25 - 45,High,Male,16,-1.0,10,1,0.7175115740740741
34,M,Hispanic,25 - 45,Low,Male,3,-6.0,2,0,5.236689814814815
29,M,African-American,25 - 45,Medium,Male,0,0.0,6,0,0.9957638888888889
25,M,Caucasian,25 - 45,Low,Female,2,-1.0,3,1,0.8624421296296296
34,F,Caucasian,25 - 45,Medium,Male,16,-1.0,6,1,1.0516435185185184
55,F,African-American,Greater than 45,Low,Female,1,-1.0,1,0,0.955787037037037
27,F,African-American,25 - 45,Low,Male,0,-1.0,4,1,0.8828356481481482
26,M,African-American,25 - 45,Low,Male,0,-1.0,3,0,1.0742708333333333
39,F,African-American,25 - 45,High,Male,19,-1.0,9,1,179.95128472222223
24,F,African-American,Less than 25,Medium,Male,1,0.0,7,0,0.12672453703703704
29,M,Caucasian,25 - 45,Low,Male,0,0.0,2,0,0.8810185185185185
50,F,African-American,Greater than 45,Low,Male,13,0.0,1,1,242.95107638888888
25,F,Hispanic,25 - 45,Medium,Male,2,-1.0,5,1,0.8978356481481482
31,F,African-American,25 - 45,Medium,Male,4,-12.0,5,1,2.0185300925925924
31,M,Other,25 - 45,Low,Male,0,-1.0,2,0,0.2142824074074074
26,F,Caucasian,25 - 45,Medium,Male,2,-1.0,6,1,0.7283333333333334
54,F,Caucasian,Greater than 45,Low,Male,2,0.0,2,0,97.13011574074073
33,F,African-American,25 - 45,High,Male,14,-1.0,8,1,0.9582523148148148
22,M,African-American,Less than 25,Low,Male,0,-1.0,4,1,0.7930787037037037
35,F,African-American,25 - 45,High,Male,8,0.0,9,1,239.12663194444445
30,F,Other,25 - 45,Medium,Female,4,-27.0,7,1,1.7835648148148149
25,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,0.8058796296296297
25,F,African-American,25 - 45,Medium,Male,0,0.0,5,0,0.19293981481481481
44,F,African-American,25 - 45,Low,Male,0,-1.0,2,1,0.8174421296296296
29,F,Caucasian,25 - 45,Medium,Female,2,-1.0,7,1,8.870497685185185
46,F,Caucasian,Greater than 45,Low,Male,2,-23.0,3,1,2.2355439814814817
53,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,4.2984375
24,F,African-American,Less than 25,Medium,Male,2,-1.0,7,1,1.9263541666666666
52,F,African-American,Greater than 45,Low,Female,2,-1.0,1,1,1.0776736111111112
27,M,African-American,25 - 45,Low,Male,0,-1.0,2,1,0.7681365740740741
41,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,1.3365277777777778
21,F,African-American,Less than 25,Medium,Female,0,-2.0,5,1,0.9114236111111111
24,F,Caucasian,Less than 25,Low,Male,1,0.0,4,0,0.19445601851851851
23,M,Caucasian,Less than 25,Low,Male,0,-1.0,2,0,0.9752893518518518
42,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,1.1533217592592593
24,F,African-American,Less than 25,High,Male,5,-1.0,8,1,1.198738425925926
26,F,African-American,25 - 45,High,Male,4,-1.0,8,1,0.9503356481481482
50,F,Caucasian,Greater than 45,Low,Male,9,-1.0,3,1,424.94957175925924
32,M,African-American,25 - 45,Medium,Female,3,-1.0,6,0,1.1770833333333333
40,F,African-American,25 - 45,High,Male,13,-1.0,9,0,1.0298958333333332
27,F,African-American,25 - 45,Low,Male,2,0.0,3,0,0.2978703703703704
23,F,Caucasian,Less than 25,High,Male,0,-1.0,9,1,0.8893865740740741
37,M,African-American,25 - 45,High,Male,22,-1.0,9,1,1.7336574074074074
32,M,African-American,25 - 45,Low,Male,1,-1.0,4,1,3.9769791666666667
52,M,Caucasian,Greater than 45,Low,Male,4,-1.0,3,1,1.6852199074074075
29,F,Caucasian,25 - 45,Low,Male,2,-1.0,2,0,3.809224537037037
49,M,African-American,Greater than 45,Low,Male,0,0.0,1,0,0.19239583333333332
50,F,Caucasian,Greater than 45,Low,Male,0,-2.0,1,0,2.2903935185185187
26,F,Caucasian,25 - 45,Low,Male,2,0.0,2,1,-0.17284722222222224
34,F,Caucasian,25 - 45,High,Female,0,-1.0,8,1,31.247847222222223
28,F,Caucasian,25 - 45,Medium,Female,1,-1.0,7,1,9.84037037037037
30,F,African-American,25 - 45,Low,Male,0,0.0,3,1,0.19355324074074073
24,F,African-American,Less than 25,Low,Male,3,-1.0,4,1,1.8940972222222223
25,M,African-American,25 - 45,Low,Male,0,0.0,2,1,0.25331018518518517
25,M,African-American,25 - 45,Low,Male,4,-1.0,3,1,9.04005787037037
45,F,Caucasian,Greater than 45,Low,Male,2,-1.0,1,0,0.794699074074074
26,F,Caucasian,25 - 45,Medium,Male,1,-1.0,7,1,3.031701388888889
37,F,Other,25 - 45,Low,Male,2,-1.0,1,0,28.998449074074074
24,M,Hispanic,Less than 25,Low,Male,0,-1.0,2,0,1.973113425925926
40,M,Caucasian,25 - 45,Low,Male,2,-1.0,1,0,1.7760069444444444
33,F,Hispanic,25 - 45,Low,Female,0,-2.0,2,0,0.8923611111111112
53,F,Hispanic,Greater than 45,Low,Male,18,0.0,2,0,1.0896759259259259
55,M,Hispanic,Greater than 45,Low,Male,0,-7.0,1,0,5.7737847222222225
30,F,Other,25 - 45,High,Male,6,-1.0,9,1,17.799016203703705
21,F,African-American,Less than 25,Medium,Male,1,-15.0,7,1,15.191909722222222
55,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0.8537847222222222
22,F,Caucasian,Less than 25,Low,Male,1,-1.0,3,1,0.5742476851851852
23,F,African-American,Less than 25,Low,Female,1,-6.0,3,0,0.9352083333333333
57,F,Caucasian,Greater than 45,Low,Male,9,-1.0,4,1,58.61083333333333
33,M,Caucasian,25 - 45,Low,Male,0,-2.0,3,1,0.8815393518518518
32,F,Caucasian,25 - 45,Low,Male,2,0.0,1,0,1.0090625
47,F,Caucasian,Greater than 45,Low,Male,3,-1.0,2,0,13.109918981481481
51,M,Caucasian,Greater than 45,Low,Male,6,11.0,1,1,18.564675925925926
22,F,African-American,Less than 25,Medium,Male,1,-1.0,6,0,1.2639236111111112
47,F,Caucasian,Greater than 45,Low,Male,2,-1.0,1,0,1.9430671296296296
28,F,Caucasian,25 - 45,Low,Male,1,-21.0,1,1,0.008726851851851852
28,F,African-American,25 - 45,High,Male,5,-1.0,8,0,34.91041666666667
44,M,Caucasian,25 - 45,Low,Female,1,0.0,1,1,6.327581018518519
25,F,African-American,25 - 45,Low,Male,0,0.0,4,1,2.666851851851852
34,M,African-American,25 - 45,Low,Male,4,-1.0,2,0,0.9748611111111111
65,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,0.9676388888888889
